template,aggregator,alpha,contradiction_th,rule_penalty,tuned_th,cv_acc,cv_f1,cv_kappa,cv_balanced_acc,full_acc,full_f1,full_kappa,full_balanced_acc
about,geometric,0.5,1.01,0.3,0.6900000000000001,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,geometric,0.7,0.6,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,geometric,0.7,0.7,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,geometric,0.7,0.8,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,geometric,0.7,0.9,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,geometric,0.7,1.01,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,harmonic,0.5,0.6,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,harmonic,0.5,0.7,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,harmonic,0.5,0.8,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,harmonic,0.5,0.9,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,harmonic,0.5,1.01,0.3,0.67,0.7291666666666667,0.7304621848739495,0.46511812748654846,0.7392857142857142,0.7307692307692307,0.7341772151898734,0.46852693056456834,0.7398671096345515
about,harmonic,0.7,0.6,0.3,0.66,0.7166666666666667,0.7201680672268906,0.441621623990045,0.7281746031746031,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,harmonic,0.7,0.7,0.3,0.66,0.7166666666666667,0.7201680672268906,0.441621623990045,0.7281746031746031,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,harmonic,0.7,0.8,0.3,0.66,0.7166666666666667,0.7201680672268906,0.441621623990045,0.7281746031746031,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,harmonic,0.7,0.9,0.3,0.66,0.7166666666666667,0.7201680672268906,0.441621623990045,0.7281746031746031,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,harmonic,0.7,1.01,0.3,0.66,0.7166666666666667,0.7201680672268906,0.441621623990045,0.7281746031746031,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,mean,0.7,0.6,0.3,0.67,0.7158333333333333,0.7216386554621849,0.4399465027725896,0.7267857142857143,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,mean,0.7,0.7,0.3,0.67,0.7158333333333333,0.7216386554621849,0.4399465027725896,0.7267857142857143,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,mean,0.7,0.8,0.3,0.67,0.7158333333333333,0.7216386554621849,0.4399465027725896,0.7267857142857143,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,mean,0.7,0.9,0.3,0.67,0.7158333333333333,0.7216386554621849,0.4399465027725896,0.7267857142857143,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,mean,0.7,1.01,0.3,0.67,0.7158333333333333,0.7216386554621849,0.4399465027725896,0.7267857142857143,0.717948717948718,0.7250000000000001,0.4446601941747572,0.7282392026578073
about,geometric,0.9,0.6,0.3,0.68,0.7041666666666667,0.6992857142857142,0.41286871023713123,0.7107142857142857,0.7051282051282052,0.7012987012987013,0.4148727984344424,0.711295681063123
about,geometric,0.9,0.7,0.3,0.68,0.7041666666666667,0.6992857142857142,0.41286871023713123,0.7107142857142857,0.7051282051282052,0.7012987012987013,0.4148727984344424,0.711295681063123
about,geometric,0.9,0.8,0.3,0.68,0.7041666666666667,0.6992857142857142,0.41286871023713123,0.7107142857142857,0.7051282051282052,0.7012987012987013,0.4148727984344424,0.711295681063123
about,geometric,0.9,0.9,0.3,0.68,0.7041666666666667,0.6992857142857142,0.41286871023713123,0.7107142857142857,0.7051282051282052,0.7012987012987013,0.4148727984344424,0.711295681063123
about,geometric,0.9,1.01,0.3,0.68,0.7041666666666667,0.6992857142857142,0.41286871023713123,0.7107142857142857,0.7051282051282052,0.7012987012987013,0.4148727984344424,0.711295681063123
about,harmonic,0.9,0.6,0.3,0.62,0.6908333333333333,0.7021942110177404,0.39365488394365744,0.7045634920634921,0.6923076923076923,0.7073170731707318,0.3972955569864777,0.704983388704319
about,harmonic,0.9,0.7,0.3,0.62,0.6908333333333333,0.7021942110177404,0.39365488394365744,0.7045634920634921,0.6923076923076923,0.7073170731707318,0.3972955569864777,0.704983388704319
about,harmonic,0.9,0.8,0.3,0.62,0.6908333333333333,0.7021942110177404,0.39365488394365744,0.7045634920634921,0.6923076923076923,0.7073170731707318,0.3972955569864777,0.704983388704319
about,harmonic,0.9,0.9,0.3,0.62,0.6908333333333333,0.7021942110177404,0.39365488394365744,0.7045634920634921,0.6923076923076923,0.7073170731707318,0.3972955569864777,0.704983388704319
about,harmonic,0.9,1.01,0.3,0.62,0.6908333333333333,0.7021942110177404,0.39365488394365744,0.7045634920634921,0.6923076923076923,0.7073170731707318,0.3972955569864777,0.704983388704319
user_wants,mean,0.5,0.6,0.3,0.76,0.6925,0.6892296918767506,0.39029006185037857,0.6996031746031746,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
user_wants,mean,0.5,0.7,0.3,0.76,0.6925,0.6892296918767506,0.39029006185037857,0.6996031746031746,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
user_wants,mean,0.5,0.8,0.3,0.76,0.6925,0.6892296918767506,0.39029006185037857,0.6996031746031746,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
user_wants,mean,0.5,0.9,0.3,0.76,0.6925,0.6892296918767506,0.39029006185037857,0.6996031746031746,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
user_wants,mean,0.5,1.01,0.3,0.76,0.6925,0.6892296918767506,0.39029006185037857,0.6996031746031746,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
about,mean,0.9,0.6,0.3,0.68,0.6908333333333333,0.6904621848739495,0.3876970855231724,0.6982142857142858,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
about,mean,0.9,0.7,0.3,0.68,0.6908333333333333,0.6904621848739495,0.3876970855231724,0.6982142857142858,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
about,mean,0.9,0.8,0.3,0.68,0.6908333333333333,0.6904621848739495,0.3876970855231724,0.6982142857142858,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
about,mean,0.9,0.9,0.3,0.68,0.6908333333333333,0.6904621848739495,0.3876970855231724,0.6982142857142858,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
about,mean,0.9,1.01,0.3,0.68,0.6908333333333333,0.6904621848739495,0.3876970855231724,0.6982142857142858,0.6923076923076923,0.6923076923076923,0.391021470396877,0.6996677740863788
user_wants,min,0.7,0.6,0.3,0.7100000000000001,0.6925000000000001,0.6799439775910364,0.3879279619102628,0.6978174603174603,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
user_wants,min,0.7,0.7,0.3,0.7100000000000001,0.6925000000000001,0.6799439775910364,0.3879279619102628,0.6978174603174603,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
user_wants,min,0.7,0.8,0.3,0.7100000000000001,0.6925000000000001,0.6799439775910364,0.3879279619102628,0.6978174603174603,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
user_wants,min,0.7,0.9,0.3,0.7100000000000001,0.6925000000000001,0.6799439775910364,0.3879279619102628,0.6978174603174603,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
user_wants,min,0.7,1.01,0.3,0.7100000000000001,0.6925000000000001,0.6799439775910364,0.3879279619102628,0.6978174603174603,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,mean,1.0,0.6,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,mean,1.0,0.7,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,mean,1.0,0.8,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,mean,1.0,0.9,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,mean,1.0,1.01,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,geometric,1.0,0.6,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,geometric,1.0,0.7,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,geometric,1.0,0.8,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,geometric,1.0,0.9,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,geometric,1.0,1.01,0.3,0.6900000000000001,0.6916666666666667,0.6809523809523809,0.385561017929439,0.6964285714285714,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,min,0.7,0.6,0.3,0.62,0.6908333333333333,0.6773076923076923,0.3843938067622278,0.6964285714285715,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,min,0.7,0.7,0.3,0.62,0.6908333333333333,0.6773076923076923,0.3843938067622278,0.6964285714285715,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,min,0.7,0.8,0.3,0.62,0.6908333333333333,0.6773076923076923,0.3843938067622278,0.6964285714285715,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,min,0.7,0.9,0.3,0.62,0.6908333333333333,0.6773076923076923,0.3843938067622278,0.6964285714285715,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
about,min,0.7,1.01,0.3,0.62,0.6908333333333333,0.6773076923076923,0.3843938067622278,0.6964285714285715,0.6923076923076923,0.6842105263157895,0.38783518639633746,0.6970099667774087
user_wants,min,0.9,0.6,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,0.9,0.7,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,0.9,0.8,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,0.9,0.9,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,0.9,1.01,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,1.0,0.6,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,1.0,0.7,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,1.0,0.8,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,1.0,0.9,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,min,1.0,1.01,0.3,0.73,0.6925000000000001,0.6752380952380952,0.38565523463753554,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
mentions,mean,0.5,0.6,0.3,0.67,0.6933333333333332,0.6706410256410256,0.38427315048639626,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
mentions,mean,0.5,0.7,0.3,0.67,0.6933333333333332,0.6706410256410256,0.38427315048639626,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
mentions,mean,0.5,0.8,0.3,0.67,0.6933333333333332,0.6706410256410256,0.38427315048639626,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
mentions,mean,0.5,0.9,0.3,0.68,0.6933333333333332,0.6706410256410256,0.38427315048639626,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
mentions,mean,0.5,1.01,0.3,0.68,0.6933333333333332,0.6706410256410256,0.38427315048639626,0.6946428571428571,0.6923076923076923,0.6756756756756757,0.3846153846153846,0.6943521594684385
user_wants,mean,1.0,0.6,0.15,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,0.6,0.3,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,0.7,0.15,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,0.7,0.3,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,0.8,0.15,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,0.8,0.3,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,0.9,0.15,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,0.9,0.3,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,1.01,0.15,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,mean,1.0,1.01,0.3,0.87,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,0.6,0.15,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,0.6,0.3,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,0.7,0.15,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,0.7,0.3,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,0.8,0.15,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,0.8,0.3,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,0.9,0.15,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,0.9,0.3,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,1.01,0.15,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,geometric,1.0,1.01,0.3,0.86,0.6916666666666667,0.6666666666666666,0.3805555555555556,0.691468253968254,0.6923076923076923,0.6666666666666667,0.3813615333773958,0.6916943521594685
user_wants,min,0.5,0.6,0.3,0.77,0.6908333333333333,0.6539194139194139,0.3758043758043758,0.6882936507936509,0.6923076923076923,0.6571428571428571,0.3780730897009965,0.6890365448504983
user_wants,min,0.5,0.7,0.3,0.77,0.6908333333333333,0.6539194139194139,0.3758043758043758,0.6882936507936509,0.6923076923076923,0.6571428571428571,0.3780730897009965,0.6890365448504983
user_wants,min,0.5,0.8,0.3,0.77,0.6908333333333333,0.6539194139194139,0.3758043758043758,0.6882936507936509,0.6923076923076923,0.6571428571428571,0.3780730897009965,0.6890365448504983
user_wants,min,0.5,0.9,0.3,0.77,0.6908333333333333,0.6539194139194139,0.3758043758043758,0.6882936507936509,0.6923076923076923,0.6571428571428571,0.3780730897009965,0.6890365448504983
user_wants,min,0.5,1.01,0.3,0.77,0.6908333333333333,0.6539194139194139,0.3758043758043758,0.6882936507936509,0.6923076923076923,0.6571428571428571,0.3780730897009965,0.6890365448504983
user_wants,harmonic,0.5,0.6,0.3,0.72,0.6783333333333333,0.6945751633986927,0.36982523528754835,0.692063492063492,0.6794871794871795,0.6987951807228916,0.3737957610789981,0.6933554817275748
user_wants,harmonic,0.5,0.7,0.3,0.72,0.6783333333333333,0.6945751633986927,0.36982523528754835,0.692063492063492,0.6794871794871795,0.6987951807228916,0.3737957610789981,0.6933554817275748
user_wants,harmonic,0.5,0.8,0.3,0.72,0.6783333333333333,0.6945751633986927,0.36982523528754835,0.692063492063492,0.6794871794871795,0.6987951807228916,0.3737957610789981,0.6933554817275748
user_wants,harmonic,0.5,0.9,0.3,0.72,0.6783333333333333,0.6945751633986927,0.36982523528754835,0.692063492063492,0.6794871794871795,0.6987951807228916,0.3737957610789981,0.6933554817275748
user_wants,harmonic,0.5,1.01,0.3,0.72,0.6783333333333333,0.6945751633986927,0.36982523528754835,0.692063492063492,0.6794871794871795,0.6987951807228916,0.3737957610789981,0.6933554817275748
about,harmonic,1.0,0.6,0.3,0.64,0.6791666666666667,0.6804621848739496,0.3666565890250101,0.6884920634920635,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,harmonic,1.0,0.7,0.3,0.64,0.6791666666666667,0.6804621848739496,0.3666565890250101,0.6884920634920635,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,harmonic,1.0,0.8,0.3,0.64,0.6791666666666667,0.6804621848739496,0.3666565890250101,0.6884920634920635,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,harmonic,1.0,0.9,0.3,0.64,0.6791666666666667,0.6804621848739496,0.3666565890250101,0.6884920634920635,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,harmonic,1.0,1.01,0.3,0.64,0.6791666666666667,0.6804621848739496,0.3666565890250101,0.6884920634920635,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,0.6,0.0,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,0.6,0.15,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,0.7,0.0,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,0.7,0.15,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,0.8,0.0,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,0.8,0.15,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,0.9,0.0,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,0.9,0.15,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,1.01,0.0,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
about,min,0.5,1.01,0.15,0.67,0.6775,0.676890756302521,0.3623159296843507,0.6871031746031747,0.6794871794871795,0.6835443037974683,0.36729396495781963,0.6880398671096346
mentions,harmonic,0.5,0.9,0.3,0.46,0.6683333333333332,0.7258823529411765,0.3739130434782608,0.6982142857142858,0.6666666666666666,0.723404255319149,0.3666458463460336,0.695016611295681
mentions,harmonic,0.5,1.01,0.3,0.46,0.6683333333333332,0.7258823529411765,0.3739130434782608,0.6982142857142858,0.6666666666666666,0.723404255319149,0.3666458463460336,0.695016611295681
user_wants,harmonic,1.0,0.6,0.3,0.79,0.6791666666666667,0.669047619047619,0.36192886061307117,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
user_wants,harmonic,1.0,0.7,0.3,0.79,0.6791666666666667,0.669047619047619,0.36192886061307117,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
user_wants,harmonic,1.0,0.8,0.3,0.79,0.6791666666666667,0.669047619047619,0.36192886061307117,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
user_wants,harmonic,1.0,0.9,0.3,0.79,0.6791666666666667,0.669047619047619,0.36192886061307117,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
user_wants,harmonic,1.0,1.01,0.3,0.79,0.6791666666666667,0.669047619047619,0.36192886061307117,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
user_wants,geometric,0.5,0.6,0.3,0.75,0.6791666666666667,0.6682773109243697,0.36184505552926605,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
user_wants,geometric,0.5,0.7,0.3,0.75,0.6791666666666667,0.6682773109243697,0.36184505552926605,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
user_wants,geometric,0.5,0.8,0.3,0.75,0.6791666666666667,0.6682773109243697,0.36184505552926605,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
user_wants,geometric,0.5,0.9,0.3,0.75,0.6791666666666667,0.6682773109243697,0.36184505552926605,0.6853174603174603,0.6794871794871795,0.6753246753246753,0.3639921722113504,0.6853820598006645
